Nome,URL da Imagem,Sede,Cor Primária,URL
Curitiba Hurricanes,https://www.salaooval.com.br/wp-content/uploads/2017/03/pr_curitiba_hurricanes.png,,#1f5983,https://www.salaooval.com.br/equipe/curitiba-hurricanes/
Curitiba Predadores,https://www.salaooval.com.br/wp-content/uploads/2017/03/pr_curitiba_predadores-1.png,,#d3c212,https://www.salaooval.com.br/equipe/curitiba-predadores/
ABC Corsários,https://www.salaooval.com.br/wp-content/uploads/2018/01/sp_abc_corsarios_all_blacks.png,,#000000,https://www.salaooval.com.br/equipe/abc-corsarios/
Botafogo FA,https://www.salaooval.com.br/wp-content/uploads/2017/03/rj_botafogo_fa.png,,#000000,https://www.salaooval.com.br/equipe/botafogo-fa/
Cavalaria 2 de Julho,https://www.salaooval.com.br/wp-content/uploads/2016/05/ba_cavalaria_2_de_julho.png,Salvador/BA,#303057,https://www.salaooval.com.br/times/cavalaria-2-de-julho/
Tigres Futebol Americano,https://www.salaooval.com.br/wp-content/uploads/2019/08/mg_ipatinga_tigres_alt.png,s,#fdcd2b,https://www.salaooval.com.br/times/tigres-futebol-americano/
Vitória Antares,https://www.salaooval.com.br/wp-content/uploads/2017/03/es_vitoria_antares.png,,#a92b2f,https://www.salaooval.com.br/equipe/vitoria-antares/
Luverdense Overwhelming,https://www.salaooval.com.br/wp-content/uploads/2017/03/mt_luverdense_overwhelming.png,,#d22543,https://www.salaooval.com.br/equipe/luverdense-overwhelming/
Manaus Raptors,https://www.salaooval.com.br/wp-content/uploads/2017/03/am_manaus_raptors_alt.png,,#7e1d28,https://www.salaooval.com.br/equipe/manaus-raptors/
Araxá Red Wolves,https://www.salaooval.com.br/wp-content/uploads/2017/03/mg_araxa_red_wolves.png,,#bc0a19,https://www.salaooval.com.br/equipe/araxa-red-wolves/
Galo Futebol Americano,https://www.salaooval.com.br/wp-content/uploads/2018/12/mg_galo_fa_alt.png,Belo Horizonte/MG,#f7e304,https://www.salaooval.com.br/times/galo-fa/
Remo Lions,https://www.salaooval.com.br/wp-content/uploads/2017/03/pa_remo_lions-2.png,,#0d182e,https://www.salaooval.com.br/equipe/remo-lions/
Juiz de Fora Imperadores,https://www.salaooval.com.br/wp-content/uploads/2020/03/mg_juiz_de_fora_imperadores_alt.png,Juiz de Fora/MG,#a36c2d,https://www.salaooval.com.br/times/juiz-de-fora-imperadores/
Diadema UD,https://www.salaooval.com.br/wp-content/uploads/2017/03/sp_diadema_ud.png,,#07b0d4,https://www.salaooval.com.br/equipe/diadema-ud/
Moon Howlers FA,https://www.salaooval.com.br/wp-content/uploads/2017/02/pr_moon_howlers.png,,#fecd00,https://www.salaooval.com.br/equipe/moon-howlers-fa/
Boa Vista Nordics,https://www.salaooval.com.br/wp-content/uploads/2017/02/rr_boa_vista_nordics.png,,#f8cb18,https://www.salaooval.com.br/equipe/boa-vista-nordics/
Boa Vista Falcons,https://www.salaooval.com.br/wp-content/uploads/2017/02/rr_boa_vista_falcons.png,,#4b5e4a,https://www.salaooval.com.br/equipe/boa-vista-falcons/
Unicentro Knights,https://www.salaooval.com.br/wp-content/uploads/2017/02/pr_unicentro_knights.png,,#fcdd08,https://www.salaooval.com.br/equipe/unicentro-knights/
Recife Apaches,https://www.salaooval.com.br/wp-content/uploads/2017/02/pe_recife_apaches.png,Recife/PE,#461510,https://www.salaooval.com.br/times/recife-apaches/
Paraíso Miners,https://www.salaooval.com.br/wp-content/uploads/2017/01/mg_paraiso_miners-2.png,,#171717,https://www.salaooval.com.br/equipe/paraiso-miners/
Cruzeiro FA,https://www.salaooval.com.br/wp-content/uploads/2021/10/mg_cruzeiro.png,Betim/MG,#003b92,https://www.salaooval.com.br/times/cruzeiro_fa/
Carlos Barbosa Ximangos,https://www.salaooval.com.br/wp-content/uploads/2016/12/rs_carlos_barbosa_ximangos.png,,#973500,https://www.salaooval.com.br/equipe/carlos-barbosa-ximangos/
Porto Alegre Gorillas,https://www.salaooval.com.br/wp-content/uploads/2016/12/rs_porto_alegre_gorillas-1.png,,#2d044d,https://www.salaooval.com.br/equipe/porto-alegre-gorillas/
Viamão Raptors,https://www.salaooval.com.br/wp-content/uploads/2016/12/rs_viamao_raptors.png,,#401901,https://www.salaooval.com.br/equipe/viamao-raptors/
Niterói Federals,https://www.salaooval.com.br/wp-content/uploads/2016/10/rj_niteroi_federals.png,,#150a58,https://www.salaooval.com.br/equipe/niteroi-federals/
Barões de Ribeirão Preto,https://www.salaooval.com.br/wp-content/uploads/2016/10/sp_baroes_ribeirao_preto.png,,#420506,https://www.salaooval.com.br/equipe/baroes-de-ribeirao-preto/
Caraguá Ghostship,https://www.salaooval.com.br/wp-content/uploads/2016/09/sp_caragua_ghostship-1.png,,#fada07,https://www.salaooval.com.br/equipe/caragua-ghostship/
Tatuapé Monsters,https://www.salaooval.com.br/wp-content/uploads/2016/09/sp_tatuape_monsters.png,,#d6b666,https://www.salaooval.com.br/equipe/tatuape-monsters/
Ponte Preta Gorilas,https://www.salaooval.com.br/wp-content/uploads/2016/05/sp_ponte_preta_gorilas.png,s,#010101,https://www.salaooval.com.br/times/ponte-preta-gorilas/
Aracaju Imortais,https://www.salaooval.com.br/wp-content/uploads/2016/08/se_aracaju_imortais.png,,#f37d21,https://www.salaooval.com.br/equipe/aracaju-imortais/
Istepôs Futebol Americano,https://www.salaooval.com.br/wp-content/uploads/2018/01/sc_sao_jose_istepos_alt.png,São José/SC,#fe1e24,https://www.salaooval.com.br/times/istepos-fa/
Sergipe Bravos,https://www.salaooval.com.br/wp-content/uploads/2016/08/se_sergipe_bravos.png,,#e01f24,https://www.salaooval.com.br/equipe/sergipe-bravos/
Jaraguá Breakers,https://www.salaooval.com.br/wp-content/uploads/2018/12/sc_jaragua_breakers_alt.png,Jaraguá/SC,#041b39,https://www.salaooval.com.br/times/jaragua-breakers/
Belém Titans,https://www.salaooval.com.br/wp-content/uploads/2016/08/pa_belem_titans.png,Belém/PA,#c80000,https://www.salaooval.com.br/times/belem-titans/
Xingu FA,https://www.salaooval.com.br/wp-content/uploads/2016/08/pa_xingu_fa.png,,#f6ca32,https://www.salaooval.com.br/equipe/xingu-fa/
Lobo Vingador,https://www.salaooval.com.br/wp-content/uploads/2022/03/pa_lobo_vingador.png,Belém/PA,#e20511,https://www.salaooval.com.br/times/vingadores-fa/
Outland Soldiers,https://www.salaooval.com.br/wp-content/uploads/2016/08/pa_outland_soldiers.png,,#fdb600,https://www.salaooval.com.br/equipe/outland-soldiers/
Legião Futebol Americano,https://www.salaooval.com.br/wp-content/uploads/2016/08/pa_legiao_fa.png,Belém/PA,#000001,https://www.salaooval.com.br/times/legiao-fa/
Cariocas FA,https://www.salaooval.com.br/wp-content/uploads/2016/07/rj_cariocas_fa.png,,#0693dd,https://www.salaooval.com.br/equipe/cariocas-fa/
Brasília Pilots,https://www.salaooval.com.br/wp-content/uploads/2016/07/df_brasilia_pilots-1.png,,#5e1d1f,https://www.salaooval.com.br/equipe/brasilia-pilots/
Jacarés do Pantanal,https://www.salaooval.com.br/wp-content/uploads/2016/07/ms_jacares_do_pantanal.png,,#fcd301,https://www.salaooval.com.br/equipe/jacares-do-pantanal/
São Luís Sharks,https://www.salaooval.com.br/wp-content/uploads/2016/05/ma_sao_luiz_sharks_2.png,São Luís/MA,#08005b,https://www.salaooval.com.br/times/sao-luis-sharks/
Codó Snakes,https://www.salaooval.com.br/wp-content/uploads/2016/07/ma_codo_snakes.png,,#f66609,https://www.salaooval.com.br/equipe/codo-snakes/
Cabugi Goats,https://www.salaooval.com.br/wp-content/uploads/2016/07/rn_cabugi_goats.png,,#133244,https://www.salaooval.com.br/equipe/cabugi-goats/
Campo Grande Cobras,https://www.salaooval.com.br/wp-content/uploads/2016/05/mt_campo_grande_cobras.png,,#c21f01,https://www.salaooval.com.br/equipe/campo-grande-cobras/
Rainbow Football,https://www.salaooval.com.br/wp-content/uploads/2016/05/rj_rainbow_football.png,,#353762,https://www.salaooval.com.br/equipe/rainbow-football/
USJT Imperators,https://www.salaooval.com.br/wp-content/uploads/2016/05/sp_usjt_imperators.png,,#05922a,https://www.salaooval.com.br/equipe/usjt-imperators/
Karakas Strong Bears,https://www.salaooval.com.br/wp-content/uploads/2016/05/sp_karakas_strong_bears.png,,#661e0e,https://www.salaooval.com.br/equipe/karakas-strong-bears/
Diadema Diamond,https://www.salaooval.com.br/wp-content/uploads/2016/05/sp_diadema_diamonds.png,,#00aad7,https://www.salaooval.com.br/equipe/diadema-diamond/
Mackenzie Mohawks,https://www.salaooval.com.br/wp-content/uploads/2016/05/sp_mackenzie_mohawks.png,,#fe0d0c,https://www.salaooval.com.br/equipe/mackenzie-mohawks/
FEI Hawks,https://www.salaooval.com.br/wp-content/uploads/2016/05/sp_fei_hawks.png,,#625a50,https://www.salaooval.com.br/equipe/fei-hawks/
BATS,https://www.salaooval.com.br/wp-content/uploads/2016/05/sp_bats_football.png,,#d4a124,https://www.salaooval.com.br/equipe/bats/
Cronos Football,https://www.salaooval.com.br/wp-content/uploads/2016/05/sp_cronos_football.png,,#613a69,https://www.salaooval.com.br/equipe/cronos-football/
Brasil Devilz,https://www.salaooval.com.br/wp-content/uploads/2016/05/sp_brasil_devilz.png,,#fdc801,https://www.salaooval.com.br/equipe/brasil-devilz/
São Roque Fighters,https://www.salaooval.com.br/wp-content/uploads/2017/09/sp_sao_roque_fighters.png,,#ac9753,https://www.salaooval.com.br/equipe/sao-roque-fighters/
Mogi Desbravadores,https://www.salaooval.com.br/wp-content/uploads/2016/07/sp_mogi_desbravadores.png,,#f40506,https://www.salaooval.com.br/equipe/mogi-desbravadores/
Jundiaí Cerberus,https://www.salaooval.com.br/wp-content/uploads/2016/07/sp_jundiai_flag_football.png,,#0d5f2d,https://www.salaooval.com.br/equipe/jundiai-cerberus/
Barretos Bulls,https://www.salaooval.com.br/wp-content/uploads/2016/07/sp_barretos_bulls.png,,#a91410,https://www.salaooval.com.br/equipe/barretos-bulls/
Salto Blackbirds,https://www.salaooval.com.br/wp-content/uploads/2016/07/sp_salto_blacbirds.png,,#013c92,https://www.salaooval.com.br/equipe/salto-blackbirds/
Santa Bárbara Westerns,https://www.salaooval.com.br/wp-content/uploads/2016/07/sp_santa_barbara_western.png,,#038403,https://www.salaooval.com.br/equipe/santa-barbara-westerns/
São Carlos Bulldogs,https://www.salaooval.com.br/wp-content/uploads/2016/07/sp_sao_carlos_bulldogs-1.png,,#fd6600,https://www.salaooval.com.br/equipe/sao-carlos-bulldogs/
São José Jets,https://www.salaooval.com.br/wp-content/uploads/2016/07/sp_sao_jose_jets-2.png,,#020130,https://www.salaooval.com.br/equipe/sao-jose-jets/
Silver Knights Football,https://www.salaooval.com.br/wp-content/uploads/2016/07/sp_silver_knights_football.png,,#b51e2c,https://www.salaooval.com.br/equipe/silver-knights-football/
Taubaté Football,https://www.salaooval.com.br/wp-content/uploads/2016/07/sp_taubate_football.png,,#17234b,https://www.salaooval.com.br/equipe/taubate-football/
Unicamp Eucalyptus,https://www.salaooval.com.br/wp-content/uploads/2016/07/sp_unicamp_eucalyptus-1.png,,#214131,https://www.salaooval.com.br/equipe/unicamp-eucalyptus/
Werewolves Football,https://www.salaooval.com.br/wp-content/uploads/2016/07/sp_santo_andre_werewolves.png,,#1f073e,https://www.salaooval.com.br/equipe/werewolves-football/
Americana Weavers,https://www.salaooval.com.br/wp-content/uploads/2016/07/sp_americana_weavers.png,,#fd3335,https://www.salaooval.com.br/equipe/americana-weavers/
Araras Steel Hawks,https://www.salaooval.com.br/wp-content/uploads/2016/07/sp_araras_steel_hawks.png,,#cf1d2b,https://www.salaooval.com.br/equipe/araras-steel-hawks/
Atibaia Super Chargers,https://www.salaooval.com.br/wp-content/uploads/2016/07/sp_atibaia_super_chargers.png,,#022941,https://www.salaooval.com.br/equipe/atibaia-super-chargers/
Avaré Scorpions,https://www.salaooval.com.br/wp-content/uploads/2016/07/sp_avare_scorpions.png,,#040102,https://www.salaooval.com.br/equipe/avare-scorpions/
Caipiras Owls,https://www.salaooval.com.br/wp-content/uploads/2016/07/sp_caipiras_owls.png,,#a16c03,https://www.salaooval.com.br/equipe/caipiras-owls/
Cruzeiro Guardians,https://www.salaooval.com.br/wp-content/uploads/2018/06/sp_cruzeiro_guardians.png,,#073448,https://www.salaooval.com.br/equipe/cruzeiro-guardians/
Ducks Football,https://www.salaooval.com.br/wp-content/uploads/2016/07/sp_ducks_football.png,,#a90227,https://www.salaooval.com.br/equipe/ducks-football/
Guaçu Snake’s River,https://www.salaooval.com.br/wp-content/uploads/2016/07/sp_guacu_snakesrivers.png,,#0e2147,https://www.salaooval.com.br/equipe/guacu-snakes-river/
Guaratinguetá White Cranes,https://www.salaooval.com.br/wp-content/uploads/2016/07/sp_guaratingueta_white_cranes.png,,#074467,https://www.salaooval.com.br/equipe/guaratingueta-white-cranes/
Itapecerica Greens,https://www.salaooval.com.br/wp-content/uploads/2016/07/sp_itapecerica_greens-1.png,,#083002,https://www.salaooval.com.br/equipe/itapecerica-greens/
Lençóis Paulista Readers,https://www.salaooval.com.br/wp-content/uploads/2016/07/sp_lencois_paulista_readers.png,,#e7aa34,https://www.salaooval.com.br/equipe/lencois-paulista-readers/
Monte Mor Calangos,https://www.salaooval.com.br/wp-content/uploads/2016/07/sp_monte_mor_calangos.png,,#015125,https://www.salaooval.com.br/equipe/monte-mor-calangos/
Piracicaba Cane Cutters,https://www.salaooval.com.br/wp-content/uploads/2016/07/sp_piracicaba_cane_cutters.png,Piracicaba/SP,#05396d,https://www.salaooval.com.br/times/piracicaba-cane-cutters/
Redlions Football,https://www.salaooval.com.br/wp-content/uploads/2016/07/sc_redlions_football.png,Joinville/SC,#420a13,https://www.salaooval.com.br/times/redlions-football/
Mooca Destroyers,https://www.salaooval.com.br/wp-content/uploads/2016/07/sp_mooca_destroyers.png,São Paulo/SP,#6b0531,https://www.salaooval.com.br/times/mooca-destroyers/
Curitiba Lions,https://www.salaooval.com.br/wp-content/uploads/2016/07/pr_curitiba_lions.png,,#010430,https://www.salaooval.com.br/equipe/curitiba-lions/
Brasília Templários,https://www.salaooval.com.br/wp-content/uploads/2016/07/df_brasilia_templarios_alt.png,Brasília/DF,#1f4996,https://www.salaooval.com.br/times/brasilia-templarios/
Gaspar Black Hawks,https://www.salaooval.com.br/wp-content/uploads/2018/12/sc_black_hawks_alt_2.png,Gaspar/SC,#040405,https://www.salaooval.com.br/times/black-hawks/
Paraná HP,https://www.salaooval.com.br/wp-content/uploads/2016/05/pr_parana_hp-1.png,Curitiba/PR,#00eb4d,https://www.salaooval.com.br/times/parana-hp/
Itaiópolis Xoklengs,https://www.salaooval.com.br/wp-content/uploads/2016/07/sc_itaiopolis_xocklangs.png,,#fab513,https://www.salaooval.com.br/equipe/itaiopolis-xoklengs/
Itajaí Dockers,https://www.salaooval.com.br/wp-content/uploads/2016/07/sc_itajai_dockers-1.png,,#484847,https://www.salaooval.com.br/equipe/itajai-dockers/
Manaus Cavaliers,https://www.salaooval.com.br/wp-content/uploads/2016/07/am_sao_raimundo_cavaliers.png,Manaus/AM,#b80602,https://www.salaooval.com.br/times/manaus-cavaliers/
North Lions,https://www.salaooval.com.br/wp-content/uploads/2016/07/am_north_lions.png,,#c78609,https://www.salaooval.com.br/equipe/north-lions/
Manaus FA,https://www.salaooval.com.br/wp-content/uploads/2022/02/am_manaus_fa.png,Manaus/AM,#00963a,https://www.salaooval.com.br/times/manaus-fa/
Lobos FA,https://www.salaooval.com.br/wp-content/uploads/2019/03/am_lobos_fa.png,,#2d3b54,https://www.salaooval.com.br/equipe/lobos-fa/
Ajuricaba Warriors,https://www.salaooval.com.br/wp-content/uploads/2016/07/am_ajuricaba_warriors.png,,#1a7e3d,https://www.salaooval.com.br/equipe/ajuricaba-warriors/
Amazon Black Hawks,https://www.salaooval.com.br/wp-content/uploads/2016/07/am_amazon_black_hawks-1.png,,#711c1e,https://www.salaooval.com.br/equipe/amazon-black-hawks/
Roma Gladiadores,https://www.salaooval.com.br/wp-content/uploads/2022/02/ce_roma_gladiadores_alt.png,Fortaleza/CE,#efb01c,https://www.salaooval.com.br/times/roma-gladiadores/
Tropa Campina,https://www.salaooval.com.br/wp-content/uploads/2016/06/pb_tropa_campina.png,Campina Grande/PB,#014a29,https://www.salaooval.com.br/times/tropa-campina/
Parnamirim Scorpions,https://www.salaooval.com.br/wp-content/uploads/2022/05/rn_parnamirim_scorpions_alt.png,Parnamirim/RN,#fac700,https://www.salaooval.com.br/times/parnamirim-scorpions/
Maceió Marechais,https://www.salaooval.com.br/wp-content/uploads/2016/05/al_maceio_marechais.png,Maceió/AL,#031c32,https://www.salaooval.com.br/times/maceio-marechais/
Olinda Sharks,https://www.salaooval.com.br/wp-content/uploads/2016/06/pe_olinda_sharks.png,Olinda/PE,#0d4440,https://www.salaooval.com.br/times/olinda-sharks/
Six Spartans,https://www.salaooval.com.br/wp-content/uploads/2023/01/sp_six_spartans.png,São Paulo/SP,#000000,https://www.salaooval.com.br/times/spartans-football/
UFABC Green Reapers,https://www.salaooval.com.br/wp-content/uploads/2016/06/sp_ufabc_green_reapers.png,,#005e16,https://www.salaooval.com.br/equipe/ufabc-green-reapers/
São Paulo Tigers,https://www.salaooval.com.br/wp-content/uploads/2016/06/sp_sao_paulo_tigers.png,,#fe6500,https://www.salaooval.com.br/equipe/sao-paulo-tigers/
Politécnica Rats,https://www.salaooval.com.br/wp-content/uploads/2016/06/sp_politecnica_rats.png,,#7a2309,https://www.salaooval.com.br/equipe/politecnica-rats/
Metodista Skulls,https://www.salaooval.com.br/wp-content/uploads/2016/06/sp_metodista_skulls.png,,#020202,https://www.salaooval.com.br/equipe/metodista-skulls/
Marginals Football,https://www.salaooval.com.br/wp-content/uploads/2016/06/sp_marginals_football.png,,#6b3b24,https://www.salaooval.com.br/equipe/marginals-football/
Vikings FA,https://www.salaooval.com.br/wp-content/uploads/2016/06/sp_maua_vikings.png,,#730b1f,https://www.salaooval.com.br/equipe/vikings-fa/
Nemesis Football,https://www.salaooval.com.br/wp-content/uploads/2016/06/sp_nemesis_football-1.png,,#df0614,https://www.salaooval.com.br/equipe/nemesis-football/
Guarani Indians,https://www.salaooval.com.br/wp-content/uploads/2021/12/sp_guarani_indians_alt.png,Paulínia/SP,#033d2d,https://www.salaooval.com.br/times/guarani-indians/
Prudente Coronéis,https://www.salaooval.com.br/wp-content/uploads/2016/06/sp_prudente_coroneis.png,Presidente Prudente/SP,#fbce04,https://www.salaooval.com.br/times/prudente-coroneis/
Osasco Soldiers,https://www.salaooval.com.br/wp-content/uploads/2016/06/sp_osasco_soldiers.png,,#fac90a,https://www.salaooval.com.br/equipe/osasco-soldiers/
São Miguel Indians,https://www.salaooval.com.br/wp-content/uploads/2016/06/sc_sao_miguel_indians.png,,#7e1217,https://www.salaooval.com.br/equipe/sao-miguel-indians/
Francisco Beltrão Red Feet,https://www.salaooval.com.br/wp-content/uploads/2016/06/pr_fco_beltrao_red_feet.png,Francisco Beltrão/PR,#c8082e,https://www.salaooval.com.br/times/francisco-beltrao-red-feet/
Palotina Celtics,https://www.salaooval.com.br/wp-content/uploads/2016/05/pr_palotina_celtics.png,,#00a648,https://www.salaooval.com.br/equipe/palotina-celtics/
Cascavel Olympians,https://www.salaooval.com.br/wp-content/uploads/2016/05/pr_cascavel_olympians-1.png,,#fdd000,https://www.salaooval.com.br/equipe/cascavel-olympians/
Rio de Janeiro Islanders,https://www.salaooval.com.br/wp-content/uploads/2016/06/rj_rio_de_janeiro_islanders.png,,#1f2057,https://www.salaooval.com.br/equipe/rio-de-janeiro-islanders/
Nova Friburgo Yetis,https://www.salaooval.com.br/wp-content/uploads/2016/06/rj_nova_friburgo_yetis.png,,#0091db,https://www.salaooval.com.br/equipe/nova-friburgo-yetis/
Magé Barões,https://www.salaooval.com.br/wp-content/uploads/2016/06/rj_mage_baroes.png,,#00a3e9,https://www.salaooval.com.br/equipe/mage-baroes/
Macaé Oilers,https://www.salaooval.com.br/wp-content/uploads/2016/06/rj_macae_oilers.png,Macaé/RJ,#f6bc01,https://www.salaooval.com.br/times/macae-oilers/
Teresópolis Rockers,https://www.salaooval.com.br/wp-content/uploads/2016/06/rj_teresopolis_rockers.png,,#1a402b,https://www.salaooval.com.br/equipe/teresopolis-rockers/
Arcoverde Templários,https://www.salaooval.com.br/wp-content/uploads/2016/05/pe_arcoverde_templarios-1.png,Arcoverde/PE,#15382f,https://www.salaooval.com.br/times/arcoverde-templarios/
Recife Horses,https://www.salaooval.com.br/wp-content/uploads/2016/05/pe_recife_horses.png,Recife/PE,#ff0000,https://www.salaooval.com.br/times/recife-horses/
Caruaru Wolves,https://www.salaooval.com.br/wp-content/uploads/2016/05/pe_caruaru_wolves.png,Caruaru/PE,#fb4101,https://www.salaooval.com.br/times/caruaru-wolves/
Tangará Taurus,https://www.salaooval.com.br/wp-content/uploads/2016/05/mt_tangara_taurus.png,,#f70d15,https://www.salaooval.com.br/equipe/tangara-taurus/
Sinop Coyotes,https://www.salaooval.com.br/wp-content/uploads/2019/08/mt_sinop_coyotes_alt.png,Sinop/MT,#b71218,https://www.salaooval.com.br/times/sinop-coyotes/
Rondonópolis Hawks,https://www.salaooval.com.br/wp-content/uploads/2019/08/mt_rondonopolis_hawks_alt.png,Rondonópolis/MT,#081e42,https://www.salaooval.com.br/times/rondonopolis-hawks/
Sorriso Hornets,https://www.salaooval.com.br/wp-content/uploads/2022/04/mt_sorriso_hornets_alt.png,Sorriso/MT,#fce617,https://www.salaooval.com.br/times/sorriso-hornets/
Brasília V8,https://www.salaooval.com.br/wp-content/uploads/2020/02/df_brasilia_v8.png,,#ae1316,https://www.salaooval.com.br/equipe/brasilia-v8/
Gama Leões de Judá,https://www.salaooval.com.br/wp-content/uploads/2022/02/df_gama_leoes_de_juda.png,Taguatinga/DF,#036e50,https://www.salaooval.com.br/times/leoes-de-juda/
Timóteo Titans,https://www.salaooval.com.br/wp-content/uploads/2016/05/mg_timoteo_titans.png,,#06356e,https://www.salaooval.com.br/equipe/timoteo-titans/
Galo Futebol Americano,https://www.salaooval.com.br/wp-content/uploads/2018/12/mg_galo_fa_alt.png,Belo Horizonte/MG,#f7e304,https://www.salaooval.com.br/times/galo-fa/
Uberaba Zebus,https://www.salaooval.com.br/wp-content/uploads/2016/05/mg_uberaba_zebus-1.png,,#ca262a,https://www.salaooval.com.br/equipe/uberaba-zebus/
Uberlândia Lobos,https://www.salaooval.com.br/wp-content/uploads/2019/08/mg_uberlandia_lobos_alt.png,s,#01246c,https://www.salaooval.com.br/times/uberlandia-lobos/
Pouso Alegre Gladiadores,https://www.salaooval.com.br/wp-content/uploads/2022/07/mg_pouso_alegre_gladiatores.png,Pouso Alegre/MG,#d22128,https://www.salaooval.com.br/times/pouso-alegre-gladiadores/
Bento Gonçalves Snakes,https://www.salaooval.com.br/wp-content/uploads/2016/05/rs_bento_goncalves_snakes.png,,#00b73c,https://www.salaooval.com.br/equipe/bento-goncalves-snakes/
Bulldogs FA,https://www.salaooval.com.br/wp-content/uploads/2016/05/rs_bulldogs.png,,#e31e25,https://www.salaooval.com.br/equipe/bulldogs-fa/
Canoas Bulls,https://www.salaooval.com.br/wp-content/uploads/2018/12/rs_bulls_fa_alt.png,Canoas/RS,#9e141b,https://www.salaooval.com.br/times/bulls-fa/
Ijuí Drones,https://www.salaooval.com.br/wp-content/uploads/2016/05/rs_ijui_drones.png,Ijuí/RS,#fbec00,https://www.salaooval.com.br/times/ijui-drones/
Porto Alegre Pumpkins,https://www.salaooval.com.br/wp-content/uploads/2016/05/rs_porto_alegre_pumpkins.png,Porto Alegre/RS,#472e1d,https://www.salaooval.com.br/times/porto-alegre-pumpkins/
São Leopoldo Mustangs,https://www.salaooval.com.br/wp-content/uploads/2016/05/rs_sao_leopoldo_mustangs.png,,#040b2a,https://www.salaooval.com.br/equipe/sao-leopoldo-mustangs/
Santa Cruz Chacais,https://www.salaooval.com.br/wp-content/uploads/2019/03/rs_santa_cruz_chacais_alt.png,Santa Cruz do Sul/RS,#0b1634,https://www.salaooval.com.br/times/santa-cruz-chacais/
Santa Maria Soldiers,https://www.salaooval.com.br/wp-content/uploads/2019/02/rs_santa_maria_soldiers_alt.png,Santa Maria/RS,#656e55,https://www.salaooval.com.br/times/santa-maria-soldiers/
Porto Alegre Pumpkins,https://www.salaooval.com.br/wp-content/uploads/2016/05/rs_porto_alegre_pumpkins.png,Porto Alegre/RS,#472e1d,https://www.salaooval.com.br/times/porto-alegre-pumpkins/
União da Serra,https://www.salaooval.com.br/wp-content/uploads/2022/02/rs_uniao_da_serra.png,Farroupilha/RS,#00d700,https://www.salaooval.com.br/times/uniao-da-serra/
Goiânia Rednecks,https://www.salaooval.com.br/wp-content/uploads/2019/02/go_goiania_rednecks_alt.png,Goiânia/GO,#121f54,https://www.salaooval.com.br/times/goiania-rednecks/
Campo Grande Predadores,https://www.salaooval.com.br/wp-content/uploads/2016/05/ms_campo_grande_predadores.png,Campo Grande/MS,#243223,https://www.salaooval.com.br/times/campo-grande-predadores/
Cuiabá Arsenal,https://www.salaooval.com.br/wp-content/uploads/2018/12/mt_cuiaba_arsenal_alt.png,Cuiabá/MT,#123528,https://www.salaooval.com.br/times/cuiaba-arsenal/
Tubarões do Cerrado,https://www.salaooval.com.br/wp-content/uploads/2016/05/df_tubaroes_do_cerrado.png,,#00468d,https://www.salaooval.com.br/equipe/tubaroes-do-cerrado/
Camboriú Broqueiros,https://www.salaooval.com.br/wp-content/uploads/2016/05/sc_camboriu_broqueiros-1.png,,#1f4537,https://www.salaooval.com.br/equipe/camboriu-broqueiros/
Miners Futebol Americano,https://www.salaooval.com.br/wp-content/uploads/2016/05/sc_miners_fa.png,Criciúma/SC,#daa517,https://www.salaooval.com.br/times/miners-fa/
Joinville Gladiators,https://www.salaooval.com.br/wp-content/uploads/2016/05/sc_joinville_gladiators.png,Joinville/SC,#fb0000,https://www.salaooval.com.br/times/joinville-gladiators/
Corupá Buffalos,https://www.salaooval.com.br/wp-content/uploads/2016/05/sc_corupa_buffalos.png,Corupá/SC,#dc021e,https://www.salaooval.com.br/times/corupa-buffalos/
Timbó Rex,https://www.salaooval.com.br/wp-content/uploads/2018/12/sc_timbo_rex_alt.png,Timbó/SC,#000000,https://www.salaooval.com.br/times/timbo-rex/
Flamengo Imperadores,https://www.salaooval.com.br/wp-content/uploads/2020/03/rj_flamengo_imperadores_alt.png,Rio de Janeiro/RJ,#e32317,https://www.salaooval.com.br/times/flamengo-imperadores/
Vasco Almirantes,https://www.salaooval.com.br/wp-content/uploads/2019/01/rj_vasco_almirantes_alt.png,Rio de Janeiro/RJ,#000000,https://www.salaooval.com.br/times/vasco-almirantes/
América Locomotiva,https://www.salaooval.com.br/wp-content/uploads/2017/12/mg_america_locomotiva.png,Belo Horizonte/MG,#066c3c,https://www.salaooval.com.br/times/america-locomotiva/
Cabritos FA,https://www.salaooval.com.br/wp-content/uploads/2016/05/es_rio_branco_cabritos.png,,#030303,https://www.salaooval.com.br/equipe/cabritos-fa/
Tritões Futebol Americano,https://www.salaooval.com.br/wp-content/uploads/2022/02/es_tritoes_alt.png,Vila Velha/ES,#fd371b,https://www.salaooval.com.br/times/tritoes-fa/
Santa Cruz Pirates,https://www.salaooval.com.br/wp-content/uploads/2022/02/pe_santa_cruz_pirates.png,Recife/PE,#fb0302,https://www.salaooval.com.br/times/recife-pirates/
Cavalaria 2 de Julho,https://www.salaooval.com.br/wp-content/uploads/2016/05/ba_cavalaria_2_de_julho.png,Salvador/BA,#303057,https://www.salaooval.com.br/times/cavalaria-2-de-julho/
Sergipe Redentores,https://www.salaooval.com.br/wp-content/uploads/2016/05/se_sergipe_redentores.png,Aracaju/SE,#00c6b4,https://www.salaooval.com.br/times/sergipe-redentores/
